CustomerKey,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
12388,19/07/1972,S,F,30000,0,High School,Manual,N
12389,06/07/1972,S,M,30000,0,High School,Manual,N
12390,17/09/1972,S,F,40000,1,Partial College,Clerical,N
12391,24/02/1972,S,F,40000,2,Partial College,Clerical,Y
12392,26/07/1971,S,F,10000,0,Partial High School,Manual,N
12393,16/07/1971,S,F,20000,0,Partial High School,Manual,N
12394,13/03/1971,S,F,20000,0,Partial High School,Manual,N
12395,25/04/1971,S,M,30000,0,High School,Manual,Y
12396,14/04/1971,S,F,30000,0,High School,Manual,Y
12397,14/03/1970,S,M,40000,2,Partial College,Clerical,Y
12398,12/07/1971,S,F,40000,2,Partial College,Clerical,Y
12399,12/09/1971,S,M,40000,2,Partial College,Clerical,Y
12400,12/11/1971,S,M,40000,2,Partial College,Clerical,Y
12401,09/05/1971,S,F,40000,2,Partial College,Clerical,Y
12403,18/06/1971,S,M,40000,2,Partial College,Clerical,Y
12404,10/08/1971,S,F,40000,2,Partial College,Clerical,Y
12405,19/09/1970,S,M,40000,2,Partial College,Clerical,Y
12406,22/01/1970,S,M,50000,0,Graduate Degree,Skilled Manual,N
12407,27/08/1970,S,M,50000,0,Graduate Degree,Skilled Manual,Y
12408,05/02/1970,S,M,50000,0,Graduate Degree,Skilled Manual,N
12409,23/03/1975,S,F,40000,3,Partial College,Clerical,Y
12410,06/12/1975,S,F,40000,3,Partial College,Clerical,Y
12411,02/10/1975,S,M,40000,3,Partial College,Clerical,Y
12412,20/10/1930,M,F,50000,1,Graduate Degree,Skilled Manual,Y
12413,07/03/1966,S,M,60000,0,Graduate Degree,Skilled Manual,N
12414,21/06/1966,S,M,60000,0,Graduate Degree,Skilled Manual,N
12415,02/11/1966,S,F,60000,0,Graduate Degree,Skilled Manual,N
12416,14/08/1966,S,F,60000,0,Graduate Degree,Skilled Manual,Y
12417,25/11/1966,S,F,60000,0,Graduate Degree,Skilled Manual,Y
12418,24/10/1953,S,M,20000,2,High School,Manual,N
12420,20/08/1953,M,M,30000,1,Bachelors,Skilled Manual,Y
12421,12/03/1953,M,M,30000,1,Bachelors,Skilled Manual,Y
12422,23/10/1953,M,F,30000,1,Bachelors,Skilled Manual,Y
12423,25/04/1954,S,F,20000,3,Partial High School,Clerical,N
12424,24/09/1954,M,F,30000,1,High School,Manual,Y
12425,05/03/1954,M,M,30000,1,High School,Clerical,Y
12426,23/09/1954,M,M,40000,1,Partial College,Clerical,Y
12427,08/02/1954,M,F,40000,1,Partial College,Clerical,Y
12428,07/02/1955,M,M,40000,1,Partial College,Clerical,Y
12429,27/11/1955,M,M,40000,1,Partial College,Clerical,Y
12431,21/03/1955,M,M,40000,1,Partial College,Clerical,Y
12432,25/07/1955,M,M,40000,1,Partial College,Clerical,Y
12433,20/07/1955,M,M,40000,1,Partial College,Clerical,Y
12434,09/03/1955,M,M,40000,1,Partial College,Clerical,Y
12435,10/10/1955,M,F,40000,1,Partial College,Clerical,Y
12436,18/06/1955,M,M,40000,1,Partial College,Clerical,Y
12437,15/06/1955,M,M,40000,1,Partial College,Clerical,Y
12438,19/10/1955,S,F,80000,5,Graduate Degree,Skilled Manual,Y
12439,26/05/1956,M,F,40000,1,Partial College,Clerical,Y
12440,12/10/1956,M,M,40000,1,Partial College,Clerical,Y
12441,21/11/1957,M,M,40000,1,Partial College,Clerical,Y
12442,04/08/1957,M,F,40000,1,Partial College,Clerical,Y
12443,22/05/1957,M,M,40000,1,Partial College,Clerical,Y
12444,22/04/1957,M,F,40000,1,Partial College,Clerical,Y
12445,27/03/1957,M,M,40000,1,Partial College,Clerical,Y
12446,03/08/1957,M,NA,40000,1,Partial College,Clerical,Y
12447,24/10/1957,M,M,40000,1,Partial College,Clerical,Y
12448,20/05/1958,S,F,60000,4,Graduate Degree,Skilled Manual,Y
12449,09/03/1958,S,M,60000,4,Graduate Degree,Skilled Manual,Y
12450,23/09/1958,M,M,60000,4,Graduate Degree,Skilled Manual,Y
12451,10/08/1958,S,F,60000,4,Graduate Degree,Skilled Manual,Y
12452,24/11/1958,M,M,60000,4,Graduate Degree,Skilled Manual,Y
12453,10/05/1958,S,F,60000,4,Graduate Degree,Skilled Manual,Y
12454,02/03/1959,M,M,60000,4,Graduate Degree,Skilled Manual,Y
12455,10/04/1959,M,M,60000,4,Graduate Degree,Skilled Manual,Y
12456,16/08/1959,M,M,60000,4,Graduate Degree,Skilled Manual,Y
12457,02/09/1959,S,F,60000,4,Graduate Degree,Skilled Manual,Y
12458,27/05/1968,M,F,30000,1,Bachelors,Clerical,Y
12459,13/09/1968,S,F,30000,1,Bachelors,Clerical,N
12460,23/11/1968,S,F,30000,1,Bachelors,Clerical,N
12461,28/02/1968,M,F,40000,0,Graduate Degree,Clerical,Y
12462,11/06/1968,M,M,40000,0,Graduate Degree,Clerical,Y
12463,23/11/1968,M,M,40000,0,Graduate Degree,Clerical,Y
12464,15/10/1967,S,M,10000,3,High School,Manual,Y
12465,23/02/1967,M,F,20000,1,Partial College,Manual,Y
12466,26/04/1967,M,M,20000,1,Partial College,Manual,Y
12467,07/04/1967,S,F,20000,1,Partial College,Manual,N
12468,25/10/1967,M,M,30000,1,Bachelors,Clerical,Y
12469,21/08/1966,M,M,20000,1,High School,Manual,Y
12470,06/02/1966,M,F,20000,1,High School,Manual,Y
12471,14/05/1967,M,F,40000,0,Bachelors,Clerical,Y
12472,09/09/1966,M,M,30000,1,Bachelors,Clerical,Y
12473,15/11/1966,M,M,30000,1,Bachelors,Skilled Manual,Y
12474,22/12/1966,M,F,30000,1,Bachelors,Skilled Manual,Y
12475,25/03/1965,S,M,10000,4,Partial High School,Manual,Y
12476,06/02/1965,S,M,20000,2,High School,Manual,Y
12477,23/12/1965,M,F,20000,2,High School,Manual,N
12478,17/02/1965,S,M,20000,2,High School,Manual,Y
12479,12/05/1965,M,F,30000,1,Bachelors,Skilled Manual,Y
12480,16/04/1964,S,F,10000,5,Partial High School,Manual,Y
12481,07/09/1964,S,M,10000,5,Partial High School,Manual,Y
12482,06/03/1964,S,M,10000,3,Partial High School,Manual,Y
12483,04/04/1964,S,F,20000,2,High School,Manual,Y
12484,03/04/1964,S,F,20000,2,High School,Manual,Y
12485,25/03/1964,S,F,20000,3,High School,Manual,Y
12486,10/02/1964,S,F,20000,3,High School,Manual,Y
12487,06/04/1964,S,M,20000,3,High School,Manual,Y
12488,12/05/1963,S,M,20000,3,High School,Manual,Y
12489,25/10/1966,M,M,40000,0,Bachelors,Professional,Y
12490,28/07/1966,M,F,40000,0,Bachelors,Professional,N
12491,06/02/1966,M,M,40000,0,Bachelors,Professional,Y
12492,04/09/1966,S,F,60000,0,Graduate Degree,Skilled Manual,N
12493,23/06/1965,M,M,40000,0,Bachelors,Professional,Y
12495,15/03/1964,S,M,30000,2,Partial College,Clerical,Y
12496,23/01/1964,M,F,40000,1,Bachelors,Skilled Manual,Y
12497,22/09/1963,M,F,40000,1,Bachelors,Skilled Manual,Y
12498,20/04/1963,M,M,40000,1,Bachelors,Skilled Manual,Y
12499,04/08/1978,S,F,20000,0,High School,Manual,N
12500,13/02/1979,S,F,30000,3,Partial College,Clerical,Y
12501,13/09/1979,S,M,30000,3,Partial College,Clerical,Y
12502,18/11/1979,S,M,30000,3,Partial College,Clerical,Y
12503,20/08/1979,S,F,30000,3,Partial College,Clerical,Y
12504,20/02/1963,M,M,40000,1,Bachelors,Skilled Manual,Y
12505,03/02/1963,M,M,40000,1,Bachelors,Skilled Manual,Y
12506,02/07/1963,M,M,40000,1,Bachelors,Skilled Manual,Y
12507,26/09/1962,M,M,30000,1,Partial College,Clerical,Y
12508,01/08/1962,M,F,40000,1,Bachelors,Skilled Manual,Y
12509,19/02/1962,M,M,40000,1,Bachelors,Skilled Manual,Y
12510,20/11/1962,M,M,40000,1,Bachelors,Skilled Manual,Y
12511,17/03/1978,S,M,30000,3,Partial College,Clerical,Y
12512,22/05/1978,M,F,30000,3,Partial College,Clerical,N
12513,20/03/1978,S,M,30000,4,Partial College,Clerical,Y
12514,09/12/1977,S,F,30000,0,Partial College,Clerical,N
12515,03/06/1977,S,F,30000,0,Partial College,Clerical,Y
12516,27/05/1977,S,F,30000,0,Partial College,Clerical,N
12517,25/08/1977,S,NA,30000,0,Partial College,Clerical,N
12518,27/09/1977,S,F,30000,0,Partial College,Clerical,N
12519,17/12/1977,S,M,30000,0,Partial College,Clerical,N
12520,25/11/1976,S,M,20000,0,High School,Manual,N
12521,12/01/1975,S,F,10000,0,Partial High School,Manual,N
12522,07/09/1976,S,F,20000,0,High School,Manual,N
12523,03/12/1976,S,M,20000,0,High School,Manual,N
12524,24/01/1975,S,F,30000,0,Partial College,Clerical,Y
12525,28/04/1975,M,F,40000,1,Bachelors,Skilled Manual,Y
12526,19/05/1975,M,F,40000,1,Bachelors,Skilled Manual,Y
12527,24/11/1959,M,M,60000,4,Graduate Degree,Skilled Manual,Y
12528,02/03/1959,S,M,60000,4,Graduate Degree,Skilled Manual,Y
12529,11/10/1959,M,M,60000,4,Graduate Degree,Skilled Manual,Y
12530,26/05/1972,S,F,40000,4,Partial College,Clerical,Y
12532,09/03/1973,M,M,50000,0,Graduate Degree,Skilled Manual,Y
12533,07/11/1940,M,M,170000,1,Graduate Degree,Management,Y
12534,15/06/1962,M,F,10000,1,Graduate Degree,Manual,Y
12535,18/02/1962,S,M,10000,1,Bachelors,Manual,Y
12536,17/06/1961,M,M,10000,1,Bachelors,Manual,Y
12537,18/03/1961,M,M,10000,1,Bachelors,Manual,Y
12538,21/08/1961,M,F,20000,1,Graduate Degree,Clerical,Y
12539,26/05/1935,S,M,20000,1,Graduate Degree,Clerical,Y
12540,06/09/1936,M,M,30000,1,Graduate Degree,Clerical,Y
12541,04/10/1962,M,M,30000,4,Graduate Degree,Clerical,Y
12542,27/06/1962,M,M,30000,4,Graduate Degree,Clerical,Y
12543,20/01/1958,M,M,10000,1,Bachelors,Manual,Y
12544,27/03/1958,M,M,10000,1,Bachelors,Manual,Y
12545,04/03/1957,M,M,10000,1,Partial College,Manual,Y
12546,16/11/1956,S,M,20000,1,Bachelors,Clerical,Y
12547,28/10/1956,M,M,20000,1,Bachelors,Clerical,Y
12548,07/02/1955,S,F,10000,2,Partial College,Manual,Y
12549,07/02/1955,S,F,10000,2,Partial College,Manual,Y
12550,03/10/1954,M,M,10000,2,Partial College,Manual,Y
12551,03/12/1937,M,M,20000,1,Bachelors,Clerical,Y
12552,12/09/1938,M,M,20000,1,Bachelors,Clerical,Y
12553,23/09/1938,M,F,20000,1,Bachelors,Clerical,Y
12554,02/03/1938,M,M,30000,1,Graduate Degree,Clerical,Y
12555,02/02/1939,M,M,10000,2,Bachelors,Clerical,Y
12556,12/08/1939,M,M,10000,2,Bachelors,Clerical,Y
12557,24/06/1940,M,M,10000,2,Bachelors,Clerical,Y
12558,07/09/1940,M,F,20000,1,Bachelors,Clerical,Y
12559,01/11/1940,M,M,20000,1,Bachelors,Clerical,Y
12560,01/01/1940,M,F,20000,1,Bachelors,Clerical,Y
12561,19/07/1941,S,F,10000,2,Partial College,Manual,Y
12562,11/12/1941,M,F,10000,2,Partial College,Manual,Y
12563,11/04/1941,M,M,30000,1,Bachelors,Clerical,Y
12564,09/03/1941,M,M,30000,1,Bachelors,Clerical,Y
12565,03/07/1942,M,F,10000,3,Partial College,Manual,Y
12566,03/05/1942,M,M,30000,1,Bachelors,Clerical,Y
12567,18/02/1942,M,F,30000,1,Bachelors,Clerical,Y
12568,16/06/1942,M,F,30000,1,Bachelors,Clerical,Y
12569,19/03/1942,M,F,40000,1,Graduate Degree,Clerical,Y
12570,16/05/1980,S,M,10000,0,Partial College,Manual,N
12571,19/05/1980,M,F,10000,0,Partial College,Manual,N
12572,27/05/1980,S,F,10000,0,Partial College,Manual,N
12573,23/02/1980,S,M,10000,0,Partial College,Manual,N
12574,11/02/1980,S,M,10000,0,Partial College,Manual,N
12575,12/09/1979,S,F,10000,0,Partial College,Manual,N
12576,14/03/1979,S,M,10000,0,Partial College,Manual,N
12577,20/08/1979,S,M,10000,0,Partial College,Manual,Y
12578,28/02/1980,S,M,10000,0,Partial College,Manual,N
12579,10/09/1978,S,F,10000,0,Partial College,Manual,Y
12580,08/09/1978,S,M,10000,0,Partial College,Manual,Y
12581,11/03/1978,S,F,10000,0,Partial College,Manual,N
12582,25/03/1977,S,F,10000,0,High School,Manual,N
12583,07/08/1976,S,M,10000,1,High School,Manual,N
12584,04/07/1976,S,F,10000,1,High School,Manual,N
12585,24/06/1979,M,M,10000,1,High School,Manual,Y
12586,24/04/1979,S,F,10000,1,High School,Manual,N
12587,20/08/1978,S,M,20000,0,Bachelors,Clerical,Y
12588,25/07/1977,S,F,10000,1,High School,Manual,N
12589,17/05/1977,M,M,20000,0,Partial College,Manual,Y
12590,27/05/1943,S,M,30000,1,Bachelors,Clerical,Y
12592,20/07/1961,M,F,30000,4,Graduate Degree,Clerical,Y
12593,03/05/1961,S,M,30000,4,Graduate Degree,Clerical,Y
12594,16/02/1961,M,F,30000,4,Graduate Degree,Clerical,Y
12595,19/06/1961,S,M,30000,3,Graduate Degree,Clerical,Y
12596,14/01/1961,M,M,30000,3,Graduate Degree,Clerical,Y
12597,02/06/1960,M,M,20000,1,Partial College,Manual,Y
12598,02/02/1960,M,F,30000,3,Graduate Degree,Clerical,Y
12599,11/12/1959,M,F,20000,2,Partial College,Manual,Y
12600,03/04/1958,M,M,30000,1,Graduate Degree,Clerical,Y
12601,13/08/1960,M,M,30000,3,Graduate Degree,Clerical,Y
12602,26/10/1960,M,M,30000,3,Graduate Degree,Clerical,Y
12603,19/02/1960,S,M,30000,3,Bachelors,Clerical,Y
12604,18/03/1960,M,M,30000,3,Bachelors,Clerical,Y
12605,06/08/1960,M,F,30000,3,Bachelors,Clerical,Y
12606,20/04/1960,M,M,40000,3,Graduate Degree,Clerical,Y
12607,22/09/1960,M,F,40000,3,Graduate Degree,Clerical,Y
12608,09/11/1959,M,M,30000,0,Bachelors,Clerical,Y
12609,20/09/1959,M,F,30000,0,Bachelors,Clerical,Y
12610,06/09/1958,M,F,30000,1,Bachelors,Clerical,Y
12611,11/04/1970,S,M,20000,0,Partial College,Manual,Y
12612,06/06/1969,S,M,10000,2,High School,Manual,Y
12613,03/09/1970,M,M,30000,0,Bachelors,Clerical,Y
12614,14/06/1970,S,M,30000,0,Bachelors,Clerical,Y
12615,20/02/1969,S,M,10000,2,High School,Manual,Y
12616,12/10/1969,S,F,20000,0,Partial College,Manual,N
12617,05/10/1969,M,M,20000,0,Partial College,Manual,N
12618,23/06/1969,M,F,30000,0,Bachelors,Clerical,Y
12619,07/08/1969,M,F,40000,0,Graduate Degree,Clerical,Y
12620,17/04/1969,M,M,40000,0,Graduate Degree,Clerical,Y
12621,12/12/1969,M,M,40000,0,Graduate Degree,Clerical,Y
12622,10/04/1969,M,M,40000,0,Graduate Degree,Skilled Manual,Y
12623,18/07/1952,M,M,10000,3,Partial College,Manual,N
12624,02/10/1952,M,F,20000,2,Partial College,Manual,Y
12625,26/06/1952,M,F,20000,2,Partial College,Manual,Y
12626,03/05/1951,M,F,20000,2,Partial College,Manual,Y
12627,04/01/1968,S,F,20000,1,Partial College,Manual,N
12628,04/11/1968,M,M,20000,1,Partial College,Manual,Y
12629,26/12/1968,S,M,20000,1,Partial College,Manual,N
12630,22/09/1954,M,M,80000,4,Partial College,Professional,Y
12631,17/05/1944,S,M,70000,5,High School,Professional,Y
12632,18/08/1944,M,F,80000,5,Bachelors,Management,Y
12633,09/02/1945,M,M,110000,3,Bachelors,Management,Y
12634,13/09/1945,M,M,120000,4,Bachelors,Management,Y
12635,25/09/1946,S,M,80000,5,Partial College,Professional,N
12636,03/08/1946,M,F,100000,2,Bachelors,Management,Y
12637,02/03/1946,M,M,130000,4,Partial College,Professional,Y
12638,03/01/1954,M,M,80000,4,Partial College,Professional,Y
12639,12/07/1953,S,M,80000,4,Partial College,Professional,Y
12640,22/11/1953,M,M,90000,3,Partial College,Professional,Y
12641,05/03/1954,M,M,100000,3,High School,Professional,Y
12642,13/04/1954,M,M,100000,3,High School,Professional,Y
12643,24/07/1953,M,F,120000,3,Bachelors,Management,Y
12644,03/06/1953,M,F,130000,4,Partial College,Professional,Y
12645,07/05/1953,M,F,170000,0,Bachelors,Management,Y
12646,11/07/1952,S,M,90000,4,High School,Professional,Y
12647,26/09/1952,M,F,170000,4,Partial College,Professional,Y
12648,10/03/1952,M,F,170000,4,Partial College,Professional,Y
12649,10/12/1951,M,M,80000,4,High School,Professional,Y
12650,06/03/1950,M,M,90000,4,High School,Management,Y
12651,16/06/1950,S,M,90000,4,High School,Management,Y
12652,09/08/1950,M,F,130000,4,High School,Management,Y
12653,25/01/1950,M,F,150000,4,Bachelors,Management,Y
12654,27/11/1950,M,F,160000,2,Partial College,Management,N
12655,20/02/1949,M,M,80000,5,High School,Management,Y
12656,05/09/1949,M,M,90000,4,High School,Management,Y
12657,06/06/1949,M,F,110000,4,High School,Management,Y
12658,11/01/1949,M,F,170000,0,High School,Management,Y
12659,17/03/1948,M,M,80000,5,High School,Management,Y
12660,19/10/1947,M,F,80000,5,Partial High School,Skilled Manual,Y
12661,22/08/1947,M,F,80000,5,Partial High School,Skilled Manual,Y
12662,25/05/1947,M,M,90000,5,Partial High School,Skilled Manual,N
12663,24/06/1947,M,F,90000,5,Partial High School,Skilled Manual,Y
12664,03/01/1947,M,F,130000,5,Partial College,Professional,Y
12665,05/10/1975,M,F,60000,0,Bachelors,Professional,Y
12666,20/08/1975,S,M,60000,0,Bachelors,Professional,N
12667,22/11/1976,M,F,70000,0,Bachelors,Professional,Y
12668,26/04/1976,S,F,70000,0,Bachelors,Professional,Y
12669,04/03/1976,S,M,70000,0,Bachelors,Professional,N
12670,21/07/1975,S,F,70000,0,Bachelors,Professional,N
12671,11/02/1974,S,M,70000,0,Bachelors,Professional,N
12672,07/11/1975,S,M,80000,0,Bachelors,Professional,N
12673,28/08/1975,M,M,80000,0,Bachelors,Professional,Y
12674,27/07/1975,M,M,90000,0,Bachelors,Professional,Y
12675,05/10/1973,S,F,80000,0,Bachelors,Professional,N
12676,28/06/1974,S,F,90000,0,Bachelors,Professional,Y
12677,05/11/1974,M,M,100000,0,High School,Management,Y
12678,10/10/1974,S,F,130000,4,High School,Management,Y
12679,10/11/1973,M,F,100000,0,High School,Management,N
12680,02/07/1972,S,M,80000,0,Bachelors,Professional,N
12681,08/03/1972,S,F,80000,0,Bachelors,Professional,N
12682,14/06/1973,M,F,100000,0,High School,Management,N
12683,01/02/1973,S,F,120000,5,Partial High School,Professional,Y
12684,23/05/1973,M,M,120000,0,Partial High School,Professional,Y
12685,22/03/1972,M,F,90000,0,Bachelors,Professional,Y
12686,18/10/1972,S,F,90000,0,Bachelors,Professional,Y
12687,20/04/1972,S,M,90000,0,Bachelors,Professional,N
12688,04/08/1972,S,F,90000,0,Bachelors,Professional,Y
12689,05/10/1972,S,F,90000,0,Bachelors,Professional,N
12690,12/09/1972,M,M,100000,0,High School,Management,Y
12691,09/02/1972,M,M,100000,0,High School,Management,Y
12692,26/07/1971,S,M,80000,0,Bachelors,Professional,Y
12693,09/01/1971,M,F,80000,0,Bachelors,Professional,Y
12694,11/01/1972,S,M,120000,0,Partial High School,Professional,Y
12695,02/02/1971,M,F,90000,0,Bachelors,Professional,Y
12696,17/03/1971,M,F,100000,0,High School,Management,Y
12697,24/06/1970,S,F,90000,0,Bachelors,Professional,N
12698,14/05/1970,M,M,110000,0,High School,Management,Y
12699,18/03/1970,M,F,120000,0,Partial High School,Professional,Y
12700,20/03/1971,M,F,110000,0,Partial High School,Professional,Y
12701,18/10/1971,M,M,110000,0,Partial High School,Professional,Y
12702,07/09/1971,M,F,110000,0,Partial High School,Professional,Y
12703,20/06/1971,M,F,110000,0,Partial High School,Professional,Y
12704,16/04/1971,M,F,120000,0,Partial High School,Management,Y
12705,10/08/1969,M,M,150000,0,Bachelors,Management,Y
12706,13/01/1969,M,M,160000,0,Bachelors,Management,Y
12707,28/09/1941,M,M,70000,5,Graduate Degree,Management,Y
12708,25/04/1941,M,F,90000,5,Bachelors,Management,Y
12709,14/01/1941,M,M,130000,2,Bachelors,Management,Y
12710,19/06/1941,S,M,170000,2,Graduate Degree,Management,N
12711,20/04/1973,S,F,20000,0,Partial High School,Manual,N
12712,17/08/1973,S,M,20000,0,Partial High School,Manual,N
12713,09/06/1973,S,F,20000,0,Partial High School,Manual,N
12714,17/07/1973,S,F,30000,0,Partial College,Clerical,N
12715,18/07/1963,M,M,60000,3,Bachelors,Professional,Y
12716,16/03/1974,S,M,30000,0,Partial College,Clerical,Y
12717,07/06/1974,M,F,30000,0,Partial College,Clerical,N
12718,14/11/1974,S,F,30000,0,Partial College,Clerical,Y
12719,04/12/1974,S,F,30000,0,Partial College,Clerical,N
12720,02/11/1974,S,M,30000,0,Partial College,Clerical,N
12721,14/01/1974,S,F,30000,0,Partial College,Clerical,N
12722,12/02/1980,S,F,20000,0,Partial High School,Manual,N
12723,13/11/1980,M,M,20000,0,Partial High School,Manual,N
12724,24/01/1980,S,M,20000,0,Partial High School,Manual,N
12725,13/08/1910,M,F,10000,4,Partial High School,Manual,N
12726,19/02/1980,S,M,20000,0,Partial High School,Manual,N
12727,12/04/1980,S,F,20000,0,Partial High School,Manual,N
12728,26/06/1979,S,M,30000,0,Partial College,Clerical,N
12729,16/05/1979,S,M,30000,0,Partial College,Clerical,N
12730,16/10/1978,S,F,30000,0,High School,Manual,Y
12731,14/09/1973,S,M,30000,0,High School,Manual,N
12733,27/02/1972,S,F,10000,0,Partial High School,Manual,N
12734,03/10/1972,S,F,10000,0,Partial High School,Manual,N
12735,19/10/1972,S,M,20000,0,Partial High School,Manual,Y
12736,26/07/1972,S,F,20000,0,Partial High School,Manual,Y
12737,19/01/1973,S,M,30000,0,High School,Manual,N
12738,16/06/1973,M,F,40000,1,Bachelors,Skilled Manual,Y
12739,12/12/1973,M,M,40000,1,Bachelors,Skilled Manual,Y
12740,27/11/1972,S,F,30000,0,High School,Manual,Y
12741,03/02/1972,S,M,30000,0,High School,Manual,Y
12742,22/11/1972,S,F,40000,2,Partial College,Clerical,Y
12743,19/12/1972,M,M,40000,2,Partial College,Clerical,N
